0,47.620716,-122.347533,582454
1,45.523104,-122.670132,537081
2,47.653544,-117.411263,198081
3,45.782703,-108.504471,100148
4,40.163817,-105.102518,71093
5,39.755092,-104.988123,566974
6,40.771592,-111.888189,178858
7,41.259751,-95.942336,419545
8,39.090432,-94.583653,447306
9,41.588822,-93.620309,193886
10,36.133354,-95.975663,382872
11,35.493138,-97.459141,537734
12,32.781078,-96.797111,1232940
13,33.448263,-112.073821,1512986
14,29.759956,-95.362534,2144491
15,41.879535,-87.624333,2833321
16,43.040182,-87.914480,573358
17,42.330165,-83.045913,871121
18,41.499713,-81.693716,444313
19,42.886875,-78.877875,276059
20,40.438355,-80.001983,312819
21,39.767016,-86.156255,785597
22,41.766467,-72.673165,124512
23,42.358880,-71.056820,590763
24,51.500152,-0.126236,8278251
25,41.826956,-71.408718,175255
26,40.757929,-73.985506,8214426
27,40.695464,-74.270969,63930
28,39.951639,-75.163808,1448394
29,39.286534,-76.613558,631366
30,38.892091,-77.024055,581530
31,36.854685,-76.274406,229112
32,34.000688,-81.035303,119961
33,30.326221,-81.657929,794555
34,25.774252,-80.190262,404048
35,27.981460,-82.451142,332888
36,30.042487,-90.025126,223388
37,33.754487,-84.389663,486411
38,30.449311,-91.188230,229553
39,38.048906,-84.499838,270789
40,36.158880,-86.782097,552120
41,32.375409,-86.299602,201998
42,37.316466,-121.873881,929936
43,34.052187,-118.243425,3849378
44,33.640858,-117.769355,2846289
45,32.718834,-117.163841,1256951
