155,12,13
155,0,14
622,9,10
622,10,11
622,3,4
155,18,19
622,1,2
45,26,36
155,4,26
155,25,30
155,22,25
155,16,1
155,0,15
155,32,8
622,5,6
155,15,17
45,34,7
155,13,14
155,21,23
622,8,9
622,4,5
155,30,31
155,15,16
622,0,1
155,32,33
622,2,3
45,3,35
622,7,8
45,35,4
155,19,20
155,17,18
155,28,29
155,20,21
155,22,24
45,27,28
155,11,34
155,22,26
45,36,30
155,21,22
155,32,31
45,23,27
155,29,25
622,5,7
45,12,1
